Tapix's enriched data,,,,,,,,,,,,,,,,,,,,,,
shopUid,merchantUid,name,shopType,categoryName,categoryLogo,tags,street,city ,zip ,country ,coordinatesType,lat,long,url,googlePlaceId,logo,co2FootprintValue,co2FootprintUnit,transactionTimestamp,sourceId,amount,currency
oGgGnlQVkpPTZPvgo9krXZ,eqNpZrba3XKSLXDZdk8QYa,Douglas,bricks,Beauty,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/148/l,"{""Cosmetics / Perfumery""}",Mlynské nivy 4122/3,Bratislava - Staré Mesto,81109,SK,rooftop,48.146636,17.123673,https://www.douglas.sk,https://www.google.com/maps/place/?q=place_id:ChIJR4PigEeJbEcRN88VUFF1o34,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/eqNpZrba3XKSLXDZdk8QYa/l,8.74,kg,2023-03-01T14:06:00.123+02:00,1920807126a3d06a1d0abf4e6ef58e2784200e269f4bc82d5b8817cff14abda5,103.35,EUR
mXY4eoNeYbLcvRk4Za9roW,Y4ZD4oeq1yvfl54XVoJzmn,ASOS,online,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{""Shopping Online"",""Clothing - Other"",""Online Fashion""}",,,,NL,,,,https://www.asos.com,,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/Y4ZD4oeq1yvfl54XVoJzmn/l,234.16,kg,2024-05-25T14:10:00.456+02:00,65b45e061464c9f233207312469117c083bc73e4d7f1084e600bea52f8adde86,440.15,EUR
yG0JmneWJnYuopBXkZ7q1A,jk3kyeX59doIeaLdG3WvvW,TEDi,bricks,Consumer Goods,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/156/l,"{""Consumer Goods - Mix""}",Via Ugo Foscolo 3,Castelnuovo del Garda,37014,IT,rooftop,45.436499,10.7531797,https://www.tedi.com,https://www.google.com/maps/place/?q=place_id:ChIJhU5-Wj7pgUcRbpC4tvV5Zfs,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/jk3kyeX59doIeaLdG3WvvW/l,53.08,kg,2023-01-27T14:35:00.678+02:00,98f30b91ae18e6fec49bcabf27993c37db5fdd20873b321c014aa47c9742df51,131.85,EUR
m3p4Zln9EoqImDdpvpelgo,Redq2m9embAuad2nJNAA95,Sephora,bricks,Beauty,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/148/l,"{""Cosmetics / Perfumery""}",Museumstrasse 1,Zürich,8021,CH,rooftop,47.3783642,8.5383585,https://www.sephora.com/beauty/international-websites,https://www.google.com/maps/place/?q=place_id:ChIJ1dDxWAgKkEcRW_iYRjgSD-c,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/Redq2m9embAuad2nJNAA95/l,5.8,kg,2024-06-04T14:00:00.567+02:00,7751f68130b0d33a94300d34b781c720d7521417534e5d7509e2e269e0dfe2f3,75.9,EUR
QD1NR3BpvKhgbra5rdrvj,5gzmlaypa9vcbmbbgVl13G,Booking.com,online,Travel,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/140/l,"{""Accommodation Booking"",Accommodations,""Shopping Online"",""Online Travel""}",,,,NL,,,,https://www.booking.com,,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/5gzmlaypa9vcbmbbgVl13G/l,27.38,kg,2023-05-21T14:11:00.456+02:00,58602fcdbf682731f6b88695280a9d45066804bf5d08320c5855b29d5bfbd46b,200.5,EUR
9fRPplP7ZFEO5RNMpMtfOO,rBL21bnPZ1GSobe3701GkN,Hyatt Hotels,bricks,Travel,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/140/l,"{Accommodations,""Hotels And Guesthouses""}",Bronz Sokak No. 4,Şişli/İstanbul,34367,TR,rooftop,41.0474459,28.9938652,https://www.hyatt.com,https://www.google.com/maps/place/?q=place_id:ChIJqz92Ywu3yhQRVHY1fInOirA,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/rBL21bnPZ1GSobe3701GkN/l,124.25,kg,2024-10-15T18:00:00.123+03:00,c10395acc052d5c10315b7fc0e200b186798b0e9b5389d796df7b5407b6ecf3e,130.25,EUR
op9mAWdpK4QI7VrQWVmb9X,538VqZ4gn33tVJJWEYa8d3,Tesco,bricks,Groceries,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/151/l,{Hyper-Supermarket},Radlická 19/1,Praha 5 - Smíchov,15000,CZ,rooftop,50.0721476,14.4011525,https://itesco.cz,https://www.google.com/maps/place/?q=place_id:ChIJDeiBOCG-C0cRnCw61b2XYlQ,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/538VqZ4gn33tVJJWEYa8d3/l,8.79,kg,2023-12-07T13:56:00.543+01:00,235272e7cc38185941502bd101ccded45d8ab63b2844c173e11f4f1991496e1d,18.2,EUR
GWaQP8zoboQHLnrJGg52DR,PZMJzXl5lepF7DjDpg5M2D,Google Play,online,Digital Services,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/1484001/l,"{""Software / Applications"",""Shopping Online"",Subscription,""Online Digital Services""}",,,,,,,,https://play.google.com,,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/PZMJzXl5lepF7DjDpg5M2D/l,0.67,kg,2024-09-17T12:05:00.321+01:00,94fea13fb295dd0183d3bbf776f9bff3f663a3fffafec8df503002ed167a6751,8.95,EUR
53XDyB45Qp5T404Ma35EBm,MNL31WQR2pPumdvLGvARDv,CineStar,bricks,Culture,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/149/l,{Cinema},U Páté baterie,Praha 6,16200,CZ,rooftop,50.0911476,14.3671488,https://www.cinestar.cz,https://www.google.com/maps/place/?q=place_id:EilVIFDDoXTDqSBiYXRlcmllLCAxNjIgMDAgUHJhaGEgNiwgQ3plY2hpYSIuKiwKFAoSCX9N5ThslQtHEZap2fCP5UJXEhQKEgn9h8fFwL8LRxFAsxVmD68ABQ,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/MNL31WQR2pPumdvLGvARDv/l,16.65,kg,2023-04-10T13:57:00.543+01:00,da7308fd625b90e192861fd933c993e70851883437a86fbf34af9d37922bbbcf,42,EUR
BZ69f7M5fhbNpZCnqwxDh2,olnDmqR4W4zhkNGoMQ948q,Sun & Sand Sports,bricks,Sport,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/3653021748/l,"{Sportswear,""Sports And Outdoor Equipment""}",Nakheel Mall Palm,Dubai,500024,AE,rooftop,25.1124317,55.138978,https://www.sssports.com,https://www.google.com/maps/place/?q=place_id:ChIJhwQiSllrXz4R6MBveDWzm5Y,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/olnDmqR4W4zhkNGoMQ948q/l,28.11,kg,2024-02-16T17:06:00.456+04:00,58e1f4b5fef1e60f2af0a339921e9a81589b6818669664446605546da4e15b95,60.35,EUR
PGXBeYvbRacLjPapldVdW,j9jZoV7j1pNtJ90DZnQp0A,Vans,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{""Clothing - Other""}",Financial Center Road,Dubai,P. O. BOX 31166,AE,rooftop,25.198374,55.2776191,https://www.vans.eu/shop/en-gb/vans-eu/select-location,https://www.google.com/maps/place/?q=place_id:ChIJ7VL1DyhoXz4RAn5i4Llq2Ms,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/j9jZoV7j1pNtJ90DZnQp0A/l,79.91,kg,2023-06-03T17:07:00.456+04:00,5f054ba9434ce50d8e3db01ed1b8e2c6913d2f141bc1df3adbf1e0f1b4fd3afe,95.15,EUR
j2GMpQPGG5pI1oVnV0mbdv,EqDzeJdB30dc5DXqAMM5yy,Tucano coffee,bricks,Food And Drink,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/147/l,{Cafe},Rahel-Hirsch-Straße 10,Berlin,10557,DE,rooftop,52.5225275,13.3679052,https://tucanocoffee.com,https://www.google.com/maps/place/?q=place_id:ChIJiZ_S0KJRqEcRUAIGqZq_OY4,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/EqDzeJdB30dc5DXqAMM5yy/l,3.13,kg,2024-03-19T14:07:00.456+02:00,53ddc1a131b26f82859464466a0eed3bc13c113294c2bf521268e0dfb06cc1f2,16.85,EUR
2nVm5gA3BAVTq35znkMW7,myd17z1LgrjfQmkMKz0AQ3,Tabac Xpress,bricks,Consumer Goods,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/156/l,"{""News Stand""}",Bulevardul Poligrafiei 1C,București,13704,RO,rooftop,44.4802717,26.0656104,https://www.tabacxpress.ro,https://www.google.com/maps/place/?q=place_id:ChIJS0hksjEDskARF8fhiv0YbCc,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/myd17z1LgrjfQmkMKz0AQ3/l,1.58,kg,2023-11-11T14:36:00.123+02:00,dd564dcf24d13f288b6864be48a003882bbf5aec909f0d32cf0723626f816a1e,6.7,EUR
LbY4gnJG7Xpuyb5a9G4vZ0,RrBrV333bdAcN9zZAonjeG,SPAR,bricks,Groceries,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/151/l,{Hyper-Supermarket},Doctor Colvin R de Silva Mawatha 297,Colombo,1000,LK,rooftop,6.920491,79.8580238,https://spar-international.com,https://www.google.com/maps/place/?q=place_id:ChIJk6mDOe5Z4joRbo-HgJkiCAk,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/RrBrV333bdAcN9zZAonjeG/l,23.65,kg,2024-07-12T17:30:00.678+05:30,1402551075fcd8d71ff7d4cbde45fda7de21e3224c4e6fb536d5f89432976631,44.8,EUR
Ng1mBKp5jjXhr7G0dR7nRL,kA9WRGZGoqPfdjVqyLyEP7,YouTube,online,Digital Services,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/1484001/l,"{""Software / Applications"",""Subscription - Press And Media"",""Shopping Online"",Subscription,""Online Digital Services""}",,,,,,,,https://www.youtube.com,,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/kA9WRGZGoqPfdjVqyLyEP7/l,3.32,kg,2023-10-08T07:03:00.789-04:00,6475ba1a142ebdc814bab097fce2ed95a2dc7b9a3c3a341bf4421d47a39ce240,16.3,EUR
AMzymVlzqvyCpboYm0r9dy,Vrd7VDPyZ0oFVeZ3RZZDWo,HORNBACH,bricks,House And Garden,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/144/l,"{""Hobby Shop"",Tools,Reconstruction}",Calea Surii Mari 37,Sibiu,550089,RO,rooftop,45.82074,24.149206,https://www.hornbach.ro,https://www.google.com/maps/place/?q=place_id:ChIJFRGWAM1nTEcRysfk2SrgqJI,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/Vrd7VDPyZ0oFVeZ3RZZDWo/l,32.29,kg,2024-02-28T14:37:00.123+02:00,3928f01a79b0ac826ee89fad8c552f949c2bc04660948666e3480b89c421adca,72,EUR
dW2Wr711lq8URGa5GNMrqk,2knEpW1BvkdtkoEk5gDe42,s.Oliver,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{""Fashion Chain - Mix""}",Mlynské nivy,Bratislava - Staré Mesto,82109,SK,rooftop,48.1465492,17.1270243,https://www.soliver.eu,https://www.google.com/maps/place/?q=place_id:ChIJH-_fhjuJbEcRWIWQ42ZgqZc,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/2knEpW1BvkdtkoEk5gDe42/l,36.18,kg,2023-09-13T14:07:00.123+02:00,e5f6338cfad80b8092656108f19b919fa2d87305b069d92b3a0c2a5590e59919,68,EUR
lqNXDj58eV5sKNBVqKymay,pMZa0g7aRqf74LdL8dnkn,Heathrow Airport,bricks,Consumer Goods,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/156/l,"{""News Stand""}",Harmondsworth,Hounslow,TW6 2GA,GB,rooftop,51.4726205,-0.4863083,https://www.heathrow.com,https://www.google.com/maps/place/?q=place_id:ChIJF55YBXZxdkgRbt5iRJY2YYQ,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/pMZa0g7aRqf74LdL8dnkn/l,3.81,kg,2024-12-21T12:06:00.321+01:00,61d87fa9c78786230abf29f31b701183a4b5c1cfefd6b599758e08d7dcc51b51,17.45,EUR
o6uByqnMbrUHDLVyUtFewS,eqjpgyPkaG7iAb4PqBgQob,Primark,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{""Fashion Chain - Mix""}",20 Rue de la bongarde Villeneuve La Garenne,Paris,92390,FR,rooftop,48.9250197,2.3281329,https://www.primark.com,https://www.google.com/maps/place/?q=place_id:ChIJj90hethu5kcR4KtwQNL3CFk,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/eqjpgyPkaG7iAb4PqBgQob/l,126.28,kg,2023-07-15T14:21:00.876+02:00,92eb39ebc6a4de1d7d872fb8480334f61c364d0f77bc383fbc57913e4010e5bb,248.8,EUR
2nVm5gA3BAVTq35znkMW7,myd17z1LgrjfQmkMKz0AQ3,Tabac Xpress,bricks,Consumer Goods,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/156/l,"{""News Stand""}",Bulevardul Poligrafiei 1C,București,13704,RO,rooftop,44.4802717,26.0656104,https://www.tabacxpress.ro,https://www.google.com/maps/place/?q=place_id:ChIJS0hksjEDskARF8fhiv0YbCc,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/myd17z1LgrjfQmkMKz0AQ3/l,1.58,kg,2024-01-01T14:38:00.123+02:00,dd564dcf24d13f288b6864be48a003882bbf5aec909f0d32cf0723626f816a1e,6.7,EUR
pZnLQADemXEUZWRdPv2bkW,gKbWYMek7dgFl3DBrpE5Pk,Mango,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{""Fashion Chain - Mix""}",Boulevard des Capucines 6,Paris,75009,FR,rooftop,48.8710256,2.3334092,https://mango.com,https://www.google.com/maps/place/?q=place_id:ChIJ8SmuHDdu5kcRXd8YLkIaScw,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/gKbWYMek7dgFl3DBrpE5Pk/l,20.3,kg,2023-03-20T14:22:00.876+02:00,bc8aa44e9488d1d14e6984456388adf2be9889510fffde49e48e49b8a580dc6a,40,EUR
CAIbwwz7Td6iqWB1l24K7Z,QM0EaBzmJlbU3l7Agl21LB,Maxol,bricks,Car,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/139/l,"{""Gas Station"",""Groceries - Other""}",Charvey Lane,Rathnew,A67 XV22,IE,rooftop,52.9962553,-6.0837581,https://www.maxol.ie,https://www.google.com/maps/place/?q=place_id:ChIJp8Pnbgu6Z0gRaY5EJqBL7Gc,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/QM0EaBzmJlbU3l7Agl21LB/l,67.54,kg,2024-05-23T12:21:00.432+01:00,35d1a6cd320a222906722076910f7d22324aad0b69deb077abca8b1f827107f0,49.94,EUR
lGM3LjY8BN0uMLEdNW1o7,k40BXQ8ngmGuQJ7Xzdaoye,Zalando,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{""Shopping Online"",""Online Fashion""}",Kunststraße 26,Mannheim,68161,DE,rooftop,49.4846658,8.4715733,https://www.zalando.com,https://www.google.com/maps/place/?q=place_id:ChIJGfBDL0HNl0cRTVNx8Ux8qMo,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/k40BXQ8ngmGuQJ7Xzdaoye/l,28.29,kg,2023-04-25T14:08:00.456+02:00,f797f4ffd513eb509e654f975d8e799226dde8e696f0f2331fda3b1f0d5e8acf,34.4,EUR
kk23dBdPNmC2PfZTdTRjRF,eqjpgyPkaG7iAb4PqBgQob,Primark,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{""Fashion Chain - Mix""}",La Cañada Parque Comercial Carretera de Ojén s/n,Marbella,29600,ES,rooftop,36.5225628,-4.8724062,https://www.primark.com,https://www.google.com/maps/place/?q=place_id:ChIJkda8dwjZcg0RB0Amy9elZ2A,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/eqjpgyPkaG7iAb4PqBgQob/l,28.38,kg,2024-08-24T14:49:00.654+02:00,5b1b7906f00b5b37b96c3db1b3f4431cd313dfe15eeaac677aa35c7c0014d18b,41.25,EUR
5pvAk01b0EBi503yaMLyXL,JJX9yJn5YoNtdlzNR3P9ae,airBaltic,bricks,Travel,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/140/l,"{""Restaurant Without A Waiter"",Catering}",Tehnikas iela 1,Skulte,1053,LV,rooftop,56.9206291,23.9814199,https://www.airbaltic.com,https://www.google.com/maps/place/?q=place_id:ChIJZdGfw4vQ7kYR1B6HkafuW1U,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/JJX9yJn5YoNtdlzNR3P9ae/l,1.06,kg,2023-06-30T15:00:00.789+03:00,d6b45a907e7679f13a8b44b423cd7c6800b90e09813cc48e5f9fe9ee273eab38,2.9,EUR
DpXQgo08Rd0CDv4Nj94QLp,EqWjJyQ19NZT94P7MQbvg7,Netflix,online,Digital Services,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/1484001/l,"{""Shopping Online"",Subscription,""Online Digital Services"",Sustainable,""Streaming Media""}",,,,,,,,https://www.netflix.com,,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/EqWjJyQ19NZT94P7MQbvg7/l,1.8,kg,2024-11-27T07:00:00.890-03:00,b88a973184989910609914de26e4a44046c2b9c181bf372f399adce293ceba8c,8.85,EUR
RoMGP9KzkVzUN212vAL4MG,D4RL4gkvv73F3KZnPNzJab,Dr.Max,bricks,Health,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/155/l,{Pharmacy},Strada Buzești 75-77,București,11013,RO,rooftop,44.450444,26.0836002,https://www.drmax.ro/,https://www.google.com/maps/place/?q=place_id:ChIJWYajK_kBskARwaCvZMN_Hxs,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/D4RL4gkvv73F3KZnPNzJab/l,2.15,kg,2024-10-19T14:39:00.123+02:00,f80984435c9984a506117a27996fe1d81edc386084387449bcebd0a8f3509144,15.1,EUR
EmFCAuwBt9F2OZsxClfg49,13aBo0W9NnXcXoMrmWqD2l,Eurowings,online,Travel,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/140/l,"{""Air Tickets"",""Shopping Online"",""Long Distance Transport"",""Online Travel""}",,,,CH,,,,https://www.eurowings.com,,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/13aBo0W9NnXcXoMrmWqD2l/l,433.06,kg,2023-12-03T14:01:00.567+02:00,cd8d9596346886231f3e8e65886767af7d3c7683833e41c142d26d703947e08e,556.9,EUR
QadZXXKeKvVug7QLzm40Rn,LpB1WbknZgEfvn2DM83gpE,Huawei,online,Electronics,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/145/l,"{""Electronics Goods"",""Mobile Phones And Accessories"",""Shopping Online"",""Online Electronics""}",,,,IE,,,,https://www.huawei.com,,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/LpB1WbknZgEfvn2DM83gpE/l,0.34,kg,2024-09-25T12:22:00.432+01:00,d09ff53b8ecbe6015fdcc5c0d6d7064e8ea92ba16d7640dbda9a299fc8eef7e5,1,EUR
QM9JoE0pvY2i58RRMBd4z1,oWlvqby4jRKSmod0moagAg,Press & Books,bricks,Consumer Goods,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/156/l,"{Bookstore,""News Stand""}",Paul-Nevermann-Platz 13,Hamburg,22765,DE,rooftop,53.5521956,9.9353018,https://pressbooks.de,https://www.google.com/maps/place/?q=place_id:ChIJCX3lKIaFsUcRSFWXhIO25Ik,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/oWlvqby4jRKSmod0moagAg/l,3.84,kg,2023-08-16T14:10:00.456+02:00,7cfab8b01758c9a1e3cc1670c4ab6209ec9cffc65330ebc8a915c9eada32a2b7,13.85,EUR
XpGBzGdKAg0u3QdZA9kVdX,ArVVal7zjZ3hlKeA4PAZEY,IKEA,bricks,House And Garden,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/144/l,"{""Home Accessories"",""Household Goods"",Furniture,""Household Equipment""}",Ring Road,Cairo,11757,EG,rooftop,30.0719258,31.434406,https://www.ikea.com,https://www.google.com/maps/place/?q=place_id:ChIJJa3JbQI9WBQR7rZumxP95jg,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/ArVVal7zjZ3hlKeA4PAZEY/l,89.73,kg,2024-03-11T13:30:00.123+02:00,d82ca0523364f5db9d0afc7e10dbe76369722098e80ff3503e102cb2ba0feb47,127.05,EUR
DpXQgo08Rd0CDv4Nj94QLp,EqWjJyQ19NZT94P7MQbvg7,Netflix,online,Digital Services,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/1484001/l,"{""Shopping Online"",Subscription,""Online Digital Services"",Sustainable,""Streaming Media""}",,,,,,,,https://www.netflix.com,,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/EqWjJyQ19NZT94P7MQbvg7/l,1.54,kg,2023-05-27T14:12:00.456+02:00,3cb4c621d770f07b36864edc80e79c7babc5a86fa508a057403cee800142fecd,11.9,EUR
sKplehGufyGDEETnMzHcAj,bmg8rDRQglKCaEopAVEjLb,ZARA,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{""Mens Clothing"",""Womens Clothing"",""Clothing - Other"",""Fashion Chain - Mix""}",Nieuwstraat 30,Brussel,1000,BE,rooftop,50.8514333,4.3545889,https://www.zara.com,https://www.google.com/maps/place/?q=place_id:ChIJ50hOdoTDw0cRaNsZybSl198,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/bmg8rDRQglKCaEopAVEjLb/l,3.75,kg,2024-02-21T14:00:00.234+02:00,c2926de98b1f431db867209bc6f599929617010350c2e312a1fc10bc75b3c817,7.05,EUR
Xe3AJqdRdnJtX54d91BqdX,18MdaXa980gTMDZJ307ALR,Decathlon,bricks,Sport,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/3653021748/l,"{Sportswear,""Sports And Outdoor Equipment""}",New Cairo 1,Cairo,4730101,EG,rooftop,30.0174618,31.412027,https://www.decathlon.com,https://www.google.com/maps/place/?q=place_id:ChIJf82blP08WBQRAVcqdfqi4mE,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/18MdaXa980gTMDZJ307ALR/l,8.15,kg,2023-01-23T13:31:00.123+02:00,503bf5eda8e9f9584d06fec48578638e125d1c10b50174e06c4406a7764cce2a,17.5,EUR
d5K8dR9pEKeF3PQbrbLbAG,j9jZoV7j1pNtJ90DZnQp0A,Vans,online,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{""Shopping Online"",""Clothing - Other"",""Online Fashion""}",,,,CZ,,,,https://www.vans.eu/shop/en-gb/vans-eu/select-location,,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/j9jZoV7j1pNtJ90DZnQp0A/l,50.04,kg,2024-07-30T14:02:00.567+02:00,027cc8aa9d3d22bb30ceb389600c1b7ce0790b71ff88b747ebad63081f83a073,72,EUR
jBMIAdGScqJmoyzTqPfZhe,zNkve0PPQD2c2oa2JPl0gP,Victoria's Secret,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{Underwear,""Clothing - Other"",""Fashion Chain - Mix""}",New Bond Street 111-115,London,W1S1DP,GB,rooftop,51.5130231,-0.1455394,https://www.victoriassecret.com,https://www.google.com/maps/place/?q=place_id:ChIJk5nyWSsFdkgRlOxjoiFcYPU,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/zNkve0PPQD2c2oa2JPl0gP/l,28.31,kg,2023-10-16T12:07:00.321+01:00,754a6f1cd1514e2bed42aad8e7570661b3ff6904fc6b23ad7135e2a5721cd275,73.1,EUR
EZRz944prz4c0kBr2KeDmL,Va7koRKmY15U72eA9JANdW,United Colors of Benetton,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{""Fashion Chain - Mix""}",Via Giuseppe Manno 23,Cagliari,9124,IT,rooftop,39.2162071,9.1150721,https://www.benetton.com,https://www.google.com/maps/place/?q=place_id:ChIJh4t03wg05xIROzf50pRxzdE,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/Va7koRKmY15U72eA9JANdW/l,109.58,kg,2024-01-19T14:36:00.678+02:00,d78533e0978e28ce249a7c2aa4570adc302f2733afffe9c0e686eef8a690b6f7,190.3,EUR
ETjxx7MMS3aegppchBowht,YkNVGRAqllBc1BLMeojpeo,C&A,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{""Fashion Chain - Mix""}",Wiener Straße 351 (Top 2/20a),Graz,8051,AT,rooftop,47.1048651,15.3982931,https://www.c-and-a.com,https://www.google.com/maps/place/?q=place_id:ChIJSZjKWTA0bkcRpRZJMHWds3s,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/YkNVGRAqllBc1BLMeojpeo/l,10.43,kg,2023-08-20T14:15:00.345+02:00,7961ad8736d6d912e22a2b682213c7ca2c8d9d3799bd9be6e4f79257a119e27d,19.6,EUR
PEYMmQr0RYphNPGN2MAoDj,zNbnGejRJYyUy0BMgJzezY,Xbox,online,Freetime,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/154/l,"{""Electronics Goods"",""Online / PC Games"",""Shopping Online"",""Movies / Games / Music"",""Gaming Electronics"",Subscription,""Online Freetime""}",,,,,,,,https://www.xbox.com,,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/zNbnGejRJYyUy0BMgJzezY/l,0.54,kg,2024-09-22T14:03:00.567+02:00,45d72c716651ab212dbf3d93e0f5ac0e91c3824f3df772110d9f500b14367b1e,9,EUR
Me3voKPklbTLan9RpL4Re,bk1vZEVed9kI8BDGqgmMq4,U.S. Customs and Border Protection,bricks,Bills And Household,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/1484005/l,"{""Administrative Fees""}",Telecom Drive 6650,Indianapolis,46278,US,rooftop,39.8763019,-86.2711629,https://www.cbp.gov,https://www.google.com/maps/place/?q=place_id:ChIJs4eTuSdTtokRHLATiEwWmyo,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/bk1vZEVed9kI8BDGqgmMq4/l,6.95,kg,2023-07-18T07:04:00.789-04:00,3f802d9622be01870e3f02c5f33dbf9a1aedfb422ff9769ad874d90047801be1,19.25,EUR
